,phrase,label,sentiment,subjectivity,language,count
Baznas,Baznas,ORG,0.0,0.0,de,1
National Alms Agency,National Alms Agency,ORG,0.0,0.0,de,1
AAA,AAA,ORG,0.0,0.0,de,1
Seputeh,Seputeh,ORG,0.0,0.0,de,1
EU-Diskriminierungsverbot,EU-Diskriminierungsverbot,ORG,0.0,0.0,de,1
Ukrainische Drohnenteams,Ukrainische Drohnenteams,ORG,-0.7,0.0,de,1
Verkehrsprobleme,Verkehrsprobleme,ORG,0.7,0.0,de,1
Nebel +++ Fahrerflucht,Nebel +++ Fahrerflucht,ORG,-1.0,0.0,de,1
Niedernhausen +++ Liveblog,Niedernhausen +++ Liveblog,ORG,-1.0,0.0,de,1
Indiens informelle Arbeiter,Indiens informelle Arbeiter,ORG,0.0,0.0,de,1
Epstein-Akten,Epstein-Akten,ORG,0.35,0.0,de,1
Frankfurt und …,Frankfurt und …,ORG,-1.0,0.0,de,1
PPS,PPS,ORG,0.0,0.0,de,1
Inc…,Inc…,ORG,0.0,0.0,de,1
Partei,Partei,ORG,0.7,0.0,de,1
Stadtplanung,Stadtplanung,ORG,0.0,0.0,de,1
Schwerin/Rostock,Schwerin/Rostock,ORG,0.0,0.0,de,1
Erdrutsch,Erdrutsch,ORG,0.7,0.0,de,1
SAR,SAR,ORG,0.0,0.0,de,1
The Daily Beast,The Daily Beast,ORG,0.0,0.0,de,1
The Intercept,The Intercept,ORG,0.0,0.0,de,1
Navan Racing Festivals,Navan Racing Festivals,ORG,-1.0,0.0,de,1
Konseque…,Konseque…,ORG,0.0,0.0,de,1
RFS,RFS,ORG,0.0,0.0,de,1
Konservativen,Konservativen,ORG,0.0,0.0,de,1
Nationalmannschaft,Nationalmannschaft,ORG,0.0,0.0,de,1
Abgrund,Abgrund,ORG,-1.0,0.0,de,1
Boston MA,Boston MA,ORG,0.0,0.0,de,1
Silvretta Montafon,Silvretta Montafon,ORG,0.0,0.0,de,1
The Little-Kn…,The Little-Kn…,ORG,0.0,0.0,de,1
NDTV,NDTV,ORG,0.0,0.0,de,1
Bewohner …,Bewohner …,ORG,0.0,0.0,de,1
Smart Home Deals,Smart Home Deals,ORG,0.7,0.0,de,1
Cool Running,Cool Running,ORG,0.0,0.0,de,1
Mutual Aid Fund,Mutual Aid Fund,ORG,0.0,0.0,de,1
ZAGREB,ZAGREB,ORG,-0.15000000000000002,0.0,de,1
Smart Home Produkten,Smart Home Produkten,ORG,0.7999999999999999,0.0,de,1
Cyber Monday Rabatt-Aktion,Cyber Monday Rabatt-Aktion,ORG,0.7999999999999999,0.0,de,1
außerg…,außerg…,ORG,0.0,0.0,de,1
SPX,SPX,ORG,0.0,0.0,de,1
Wein-Universität,Wein-Universität,ORG,0.7,0.0,de,1
VitiVoltaic,VitiVoltaic,ORG,0.0,0.0,de,1
Wochenendaussichten,Wochenendaussichten,ORG,0.0,0.0,de,1
Cornelia Hahn Oberlander International Lan…,Cornelia Hahn Oberlander International Lan…,ORG,-0.85,0.0,de,1
TCLF,TCLF,ORG,-0.85,0.0,de,1
Irlands Test,Irlands Test,ORG,0.0,0.0,de,1
Cultural Landscape Foundation,Cultural Landscape Foundation,ORG,-0.85,0.0,de,1
unterschiedlic…,unterschiedlic…,ORG,0.7,0.0,de,1
Nebel!,Nebel!,ORG,0.0,0.0,de,1
Umwelt und Klimawandel Kanada,Umwelt und Klimawandel Kanada,ORG,0.0,0.0,de,1
C.B.N.,C.B.N.,ORG,0.0,0.0,de,1
HLNUG,HLNUG,ORG,-0.7,0.0,de,1
BBC Weather Watchers,BBC Weather Watchers,ORG,0.0,0.0,de,1
Daily Mail,Daily Mail,ORG,-0.7,0.0,de,1
Twist-Style …,Twist-Style …,ORG,0.0,0.0,de,1
ProPublica,ProPublica,ORG,0.0,0.0,de,1
SciLogs,SciLogs,ORG,-0.5,0.0,de,1
Schrankauswahl…,Schrankauswahl…,ORG,0.0,0.0,de,1
FBI-Spezialagenten,FBI-Spezialagenten,ORG,-0.7,0.0,de,1
Lavender Scare,Lavender Scare,ORG,-0.7,0.0,de,1
Obeliskium,Obeliskium,ORG,0.0,0.0,de,1
Comics,Comics,ORG,0.0,0.0,de,1
Claussens…,Claussens…,ORG,0.0,0.0,de,1
EM-Spektrum,EM-Spektrum,ORG,1.0,0.0,de,1
Raumsch…,Raumsch…,ORG,0.0,0.0,de,1
SDRF,SDRF,ORG,0.0,0.0,de,1
waterSHED,waterSHED,ORG,1.0,0.0,de,1
State Disaster Response Force,State Disaster Response Force,ORG,0.0,0.0,de,1
The Local,The Local,ORG,0.7,0.0,de,1
CONAF,CONAF,ORG,-1.0,0.0,de,1
Zentrums für Vulkanologie des Landes,Zentrums für Vulkanologie des Landes,ORG,0.35,0.0,de,1
Rover,Rover,ORG,0.0,0.0,de,1
Rover Perseverance,Rover Perseverance,ORG,0.0,0.0,de,1
RNC,RNC,ORG,-0.7,0.0,de,1
indonesischem Vulkan,indonesischem Vulkan,ORG,0.0,0.0,de,1
Amerikas,Amerikas,ORG,-1.0,0.0,de,1
un…,un…,ORG,0.0,0.0,de,1
SDRF & F&ES entdecken Hoffnung,SDRF & F&ES entdecken Hoffnung,ORG,0.0,0.0,de,1
Boulder Fire Rescue,Boulder Fire Rescue,ORG,0.0,0.0,de,1
Danakgre,Danakgre,ORG,-0.15000000000000002,0.0,de,1
Landesamt für Umwelt:,Landesamt für Umwelt:,ORG,-0.7,0.0,de,1
BL-Drama,BL-Drama,ORG,0.0,0.0,de,1
LA Auto Show,LA Auto Show,ORG,-0.7,0.0,de,1
https://punchng.com/drowning-in-splendour-ajah-residents-lose-property-livelihood-to-unending-floo…,https://punchng.com/drowning-in-splendour-ajah-residents-lose-property-livelihood-to-unending-floo…,ORG,0.0,0.0,de,1
Die rheinland-pfälzischen Imkerinnen,Die rheinland-pfälzischen Imkerinnen,ORG,1.0,0.0,de,1
Na…,Na…,ORG,0.0,0.0,de,1
D…,D…,ORG,0.0,0.0,de,1
Sozioökonomische Fa…,Sozioökonomische Fa…,ORG,0.0,0.0,de,1
VICTORIA,VICTORIA,ORG,0.0,0.0,de,1
Universal Exchange,Universal Exchange,ORG,0.0,0.0,de,1
CDS,CDS,ORG,0.15000000000000002,0.0,de,1
MARCA,MARCA,ORG,-1.0,0.0,de,1
Schleswig-Holsteins,Schleswig-Holsteins,ORG,-0.7,0.0,de,1
Inazuma Eleven,Inazuma Eleven,ORG,-1.0,0.0,de,1
Environment and Climate Change Canada,Environment and Climate Change Canada,ORG,0.0,0.0,de,1
Fridays for Future St. John’s,Fridays for Future St. John’s,ORG,0.0,0.0,de,1
Dengue-Übertragung,Dengue-Übertragung,ORG,0.0,0.0,de,1
UEX,UEX,ORG,0.0,0.0,de,1
Fakten,Fakten,ORG,0.0,0.0,de,1
Erdöls,Erdöls,ORG,0.0,0.0,de,1
National Disaster Risk Reduction…,National Disaster Risk Reduction…,ORG,0.0,0.0,de,1
Alarmstufe Frost!,Alarmstufe Frost!,ORG,0.0,0.0,de,1
IRNA,IRNA,ORG,0.0,0.0,de,1
Michigans,Michigans,ORG,-0.85,0.0,de,1
bedeutetClickOnDetroit,bedeutetClickOnDetroit,ORG,-0.85,0.0,de,1
WDI…,WDI…,ORG,-0.85,0.0,de,1
Schnee!,Schnee!,ORG,0.0,0.0,de,1
Vulkans Sakurajima …,Vulkans Sakurajima …,ORG,0.0,0.0,de,1
FlügeReuters,FlügeReuters,ORG,0.0,0.0,de,1
Hautschutz…,Hautschutz…,ORG,0.0,0.0,de,1
speitThe Daily Beast Japans Vulkan,speitThe Daily Beast Japans Vulkan,ORG,0.0,0.0,de,1
NSW Central Coast,NSW Central Coast,ORG,0.7,0.0,de,1
Wildfire Action Accelerator,Wildfire Action Accelerator,ORG,0.0,0.0,de,1
Allzeitrekord,Allzeitrekord,ORG,-0.7,0.0,de,1
Brandmanagement …,Brandmanagement …,ORG,0.0,0.0,de,1
ChatGPT-Apps,ChatGPT-Apps,ORG,-1.0,0.0,de,1
KI-Apps,KI-Apps,ORG,-1.0,0.0,de,1
Energiesektors,Energiesektors,ORG,0.0,0.0,de,1
NASA-Satellitenbild,NASA-Satellitenbild,ORG,0.0,0.0,de,1
ÖAV,ÖAV,ORG,0.0,0.0,de,1
Österreichische Alpenverein,Österreichische Alpenverein,ORG,0.0,0.0,de,1
BRIGITTE-Buchtipps,BRIGITTE-Buchtipps,ORG,0.0,0.0,de,1
Eiswein-Lese,Eiswein-Lese,ORG,-1.0,0.0,de,1
N…,N…,ORG,0.0,0.0,de,1
Deutsche Bahn,Deutsche Bahn,ORG,0.0,0.0,de,1
National Park Service,National Park Service,ORG,0.0,0.0,de,1
Mexiko City,Mexiko City,ORG,0.0,0.0,de,1
Zentrum des Beben…,Zentrum des Beben…,ORG,0.0,0.0,de,1
Cuffing-Saison,Cuffing-Saison,ORG,0.0,0.0,de,1
Volcán de Fuego,Volcán de Fuego,ORG,1.0,0.0,de,1
Baby Boks,Baby Boks,ORG,0.0,0.0,de,1
CUFFING-Saison,CUFFING-Saison,ORG,0.0,0.0,de,1
Behör…,Behör…,ORG,0.0,0.0,de,1
sichLos Angeles Times Live-Updates,sichLos Angeles Times Live-Updates,ORG,0.0,0.0,de,1
Social…,Social…,ORG,0.0,0.0,de,1
Los Angeles Auto Show,Los Angeles Auto Show,ORG,0.7,0.0,de,1
National Geographic,National Geographic,ORG,0.0,0.0,de,1
Scottish Avalanche Information Service,Scottish Avalanche Information Service,ORG,0.0,0.0,de,1
Fußball-Bundesliga,Fußball-Bundesliga,ORG,0.0,0.0,de,1
Tunesien,Tunesien,ORG,0.0,0.0,de,1
FSV Mainz 05,FSV Mainz 05,ORG,-0.35,0.0,de,1
LISSABON,LISSABON,ORG,-1.0,0.0,de,1
Sky Weather,Sky Weather,ORG,-0.7,0.0,de,1
Polizei von Nawalapitiya,Polizei von Nawalapitiya,ORG,0.0,0.0,de,1
ausYahoo News Kanada,ausYahoo News Kanada,ORG,-1.0,0.0,de,1
GOMBAK,GOMBAK,ORG,0.7,0.0,de,1
Skirennfahrer Aznoh,Skirennfahrer Aznoh,ORG,0.0,0.0,de,1
Nationalbank,Nationalbank,ORG,-0.7,0.0,de,1
OeNB,OeNB,ORG,0.0,0.0,de,1
RH,RH,ORG,0.0,0.0,de,1
Süd-Zentral-V…,Süd-Zentral-V…,ORG,0.0,0.0,de,1
Regulierungsbehörde,Regulierungsbehörde,ORG,0.0,0.0,de,1
Arizona Study Group,Arizona Study Group,ORG,0.0,0.0,de,1
NORD-ACEH,NORD-ACEH,ORG,-1.0,0.0,de,1
PT,PT,ORG,0.0,0.0,de,1
BVG,BVG,ORG,0.7,0.0,de,1
Heizung & Co.,Heizung & Co.,ORG,0.0,0.0,de,1
Sole,Sole,ORG,0.0,0.0,de,1
SMK Dusun Nanding,SMK Dusun Nanding,ORG,0.0,0.0,de,1
SMK Abdul Jalil,SMK Abdul Jalil,ORG,0.0,0.0,de,1
KAJANG,KAJANG,ORG,0.0,0.0,de,1
GDV,GDV,ORG,0.0,0.0,de,1
AK,AK,ORG,0.0,0.0,de,1
Rok Aznoh,Rok Aznoh,ORG,0.0,0.0,de,1
Samsungs OLED-Monster,Samsungs OLED-Monster,ORG,-0.7,0.0,de,1
JPL,JPL,ORG,0.2333333333333333,0.0,de,1
MediaMarkt!,MediaMarkt!,ORG,-0.7,0.0,de,1
Black Dea…,Black Dea…,ORG,-0.7,0.0,de,1
Rhein-Main,Rhein-Main,ORG,-1.0,0.0,de,1
Frankfurter Club,Frankfurter Club,ORG,-1.0,0.0,de,1
Dumfries,Dumfries,ORG,0.0,0.0,de,1
TikTok,TikTok,ORG,0.0,0.0,de,1
EP-Veröffentlichung,EP-Veröffentlichung,ORG,0.7,0.0,de,1
FDA,FDA,ORG,0.0,0.0,de,1
indonesische Ministerium für Kommunikation und digitale Angelegenheiten,indonesische Ministerium für Kommunikation und digitale Angelegenheiten,ORG,0.0,0.0,de,1
CHICAGO,CHICAGO,ORG,0.0,0.0,de,1
Bundesterritorium Labuan,Bundesterritorium Labuan,ORG,0.0,0.0,de,1
Dolphins,Dolphins,ORG,0.0,0.0,de,1
ICEPLATE,ICEPLATE,ORG,-0.7,0.0,de,1
Qore Performance,Qore Performance,ORG,0.0,0.0,de,1
TN,TN,ORG,0.0,0.0,de,1
Knoxville,Knoxville,ORG,0.0,0.0,de,1
Kühl- und Heiz-Thermoregulierung +,Kühl- und Heiz-Thermoregulierung +,ORG,-0.7,0.0,de,1
Fruchtfliegen-Verschwörung,Fruchtfliegen-Verschwörung,ORG,0.0,0.0,de,1
Zyklon Nord-Sumatra,Zyklon Nord-Sumatra,ORG,-1.0,0.0,de,1
Pasadena CA,Pasadena CA,ORG,0.2333333333333333,0.0,de,1
DGCA,DGCA,ORG,0.0,0.0,de,1
National Grid,National Grid,ORG,0.0,0.0,de,1
Sch…,Sch…,ORG,0.0,0.0,de,1
fallenCNN,fallenCNN,ORG,0.35,0.0,de,1
bringtNe…,bringtNe…,ORG,0.0,0.0,de,1
Times Union,Times Union,ORG,0.0,0.0,de,1
SüdostasienReuters,SüdostasienReuters,ORG,0.0,0.0,de,1
New York Times US …,New York Times US …,ORG,-0.5,0.0,de,1
Antwort…,Antwort…,ORG,0.0,0.0,de,1
"UN News
","UN News
",ORG,0.0,0.0,de,1
UN-Organisationen,UN-Organisationen,ORG,-0.7,0.0,de,1
Steuerungsgruppe,Steuerungsgruppe,ORG,0.0,0.0,de,1
AUTO BILD-Gebrauchtwagenmarkt,AUTO BILD-Gebrauchtwagenmarkt,ORG,0.0,0.0,de,1
Profi-Schneeschild,Profi-Schneeschild,ORG,0.0,0.0,de,1
Lada Niva Legend,Lada Niva Legend,ORG,0.0,0.0,de,1
NHAI,NHAI,ORG,0.0,0.0,de,1
Wochenbeginn +++ Liveblog,Wochenbeginn +++ Liveblog,ORG,0.0,0.0,de,1
Anti-AfD-Protesten +++ Frostig,Anti-AfD-Protesten +++ Frostig,ORG,0.0,0.0,de,1
Offenbach +++ Gießen,Offenbach +++ Gießen,ORG,0.0,0.0,de,1
srilankische Luftwaffe,srilankische Luftwaffe,ORG,0.0,0.0,de,1
Winter-Ei,Winter-Ei,ORG,0.0,0.0,de,1
NASA-Rover,NASA-Rover,ORG,0.0,0.0,de,1
DHS-Sekretärin,DHS-Sekretärin,ORG,-0.7,0.0,de,1
"live
","live
",ORG,-0.7,0.0,de,1
EMP,EMP,ORG,1.0,0.0,de,1
Washington Commanders,Washington Commanders,ORG,0.85,0.0,de,1
Starwood Capital Group,Starwood Capital Group,ORG,0.85,0.0,de,1
NFL-Trainingsgelände,NFL-Trainingsgelände,ORG,-0.35,0.0,de,1
NFL-Einrichtung,NFL-Einrichtung,ORG,0.0,0.0,de,1
Starwood,Starwood,ORG,0.0,0.0,de,1
SWOT,SWOT,ORG,0.7,0.0,de,1
CNES,CNES,ORG,0.7,0.0,de,1
Kopf“-YouTuber,Kopf“-YouTuber,ORG,0.0,0.0,de,1
KCCI,KCCI,ORG,0.7,0.0,de,1
Jalan Gua Musang-Lojing FT185,Jalan Gua Musang-Lojing FT185,ORG,-0.7,0.0,de,1
MUSANG,MUSANG,ORG,-0.7,0.0,de,1
Jalan Gua Musang-Lojing,Jalan Gua Musang-Lojing,ORG,0.0,0.0,de,1
Air Force Reserve,Air Force Reserve,ORG,0.7,0.0,de,1
Magenta TV,Magenta TV,ORG,0.0,0.0,de,1
The New York Times Frustration,The New York Times Frustration,ORG,0.0,0.0,de,1
PIMAFIX,PIMAFIX,ORG,-1.0,0.0,de,1
Gras…,Gras…,ORG,0.0,0.0,de,1
Pieps,Pieps,ORG,0.0,0.0,de,1
HJT,HJT,ORG,0.0,0.0,de,1
wirdThe Seattle Times,wirdThe Seattle Times,ORG,0.0,0.0,de,1
Vulkane,Vulkane,ORG,0.0,0.0,de,1
Atmosphäre…,Atmosphäre…,ORG,0.7,0.0,de,1
ÜberschwemmungenThe,ÜberschwemmungenThe,ORG,0.7,0.0,de,1
Hypnohead,Hypnohead,ORG,0.0,0.0,de,1
FlussThe,FlussThe,ORG,0.7,0.0,de,1
AP News Oregon,AP News Oregon,ORG,0.7,0.0,de,1
Scottish National Party,Scottish National Party,ORG,0.0,0.0,de,1
Konservativer Partei,Konservativer Partei,ORG,0.0,0.0,de,1
SV Elversberg,SV Elversberg,ORG,0.7,0.0,de,1
TSG Hoffenheim,TSG Hoffenheim,ORG,0.0,0.0,de,1
CNN-Geschäft,CNN-Geschäft,ORG,1.0,0.0,de,1
Environmental Protection Agency,Environmental Protection Agency,ORG,0.0,0.0,de,1
Cold Snap,Cold Snap,ORG,1.0,0.0,de,1
Arc Raiders,Arc Raiders,ORG,0.7,0.0,de,1
Italienische Einsatzkräfte,Italienische Einsatzkräfte,ORG,0.0,0.0,de,1
Umwelt-Bürgerrates,Umwelt-Bürgerrates,ORG,0.0,0.0,de,1
ÜberschwemmungenDie Guar…,ÜberschwemmungenDie Guar…,ORG,0.0,0.0,de,1
Pea…,Pea…,ORG,0.7,0.0,de,1
KGW,KGW,ORG,0.0,0.0,de,1
Shell,Shell,ORG,0.0,0.0,de,1
Nationale Wetterdienst am State College,Nationale Wetterdienst am State College,ORG,0.0,0.0,de,1
La…,La…,ORG,0.0,0.0,de,1
Zivilsch…,Zivilsch…,ORG,0.0,0.0,de,1
Oregon Department of Transportation,Oregon Department of Transportation,ORG,0.0,0.0,de,1
Bahn-Ch…,Bahn-Ch…,ORG,0.0,0.0,de,1
Meteorologiebehörde,Meteorologiebehörde,ORG,0.0,0.0,de,1
Skagit Co…,Skagit Co…,ORG,0.0,0.0,de,1
Snohomish,Snohomish,ORG,0.0,0.0,de,1
KALIYADI,KALIYADI,ORG,-0.7,0.0,de,1
The Stranger,The Stranger,ORG,0.0,0.0,de,1
Daily N…,Daily N…,ORG,0.0,0.0,de,1
US-Landwirtschaftsministeriums,US-Landwirtschaftsministeriums,ORG,0.0,0.0,de,1
National Water and Climate Center,National Water and Climate Center,ORG,0.0,0.0,de,1
Motorrad…,Motorrad…,ORG,0.7,0.0,de,1
WeiterlesenKategorie,WeiterlesenKategorie,ORG,0.7,0.0,de,1
Guinness World Records,Guinness World Records,ORG,0.7,0.0,de,1
Swarm-Mission der Europäischen Weltraumorganisation,Swarm-Mission der Europäischen Weltraumorganisation,ORG,1.0,0.0,de,1
Landtag,Landtag,ORG,0.0,0.0,de,1
Naturschutzbundes,Naturschutzbundes,ORG,-0.7,0.0,de,1
Bayer-Talent Sarco,Bayer-Talent Sarco,ORG,0.0,0.0,de,1
Tsunami-Gefahr,Tsunami-Gefahr,ORG,0.0,0.0,de,1
Montag- und Dienstagabend,Montag- und Dienstagabend,ORG,0.7,0.0,de,1
J…,J…,ORG,-0.15000000000000002,0.0,de,1
erschüttertThe Guardian Japan Issue…,erschüttertThe Guardian Japan Issue…,ORG,0.0,0.0,de,1
Tokio,Tokio,ORG,0.0,0.0,de,1
<body><p,<body><p,ORG,0.0,0.0,de,1
Japans Regierung,Japans Regierung,ORG,0.0,0.0,de,1
Japanische Meteorologische Agentur,Japanische Meteorologische Agentur,ORG,0.0,0.0,de,1
japanischen Meteorologischen Agentur,japanischen Meteorologischen Agentur,ORG,0.0,0.0,de,1
Au…,Au…,ORG,0.0,0.0,de,1
United States Geologi...,United States Geologi...,ORG,0.0,0.0,de,1
Meteorologische Agentur des Landes,Meteorologische Agentur des Landes,ORG,0.0,0.0,de,1
Sheffield Wednesday,Sheffield Wednesday,ORG,0.0,0.0,de,1
Blackburn Rovers,Blackburn Rovers,ORG,0.0,0.0,de,1
Europäischen Union,Europäischen Union,ORG,0.0,0.0,de,1
Nebel,Nebel,ORG,-1.0,0.0,de,1
Kirchenwand +++ Regen,Kirchenwand +++ Regen,ORG,-1.0,0.0,de,1
Bayer Leverkusen,Bayer Leverkusen,ORG,0.0,0.0,de,1
Japaner…,Japaner…,ORG,0.0,0.0,de,1
Täle…,Täle…,ORG,0.0,0.0,de,1
KOMO,KOMO,ORG,0.0,0.0,de,1
Japans NordostenAxios Japan,Japans NordostenAxios Japan,ORG,0.35,0.0,de,1
brechenThe Seattle Times,brechenThe Seattle Times,ORG,0.7,0.0,de,1
FedReuters,FedReuters,ORG,-0.3333333333333333,0.0,de,1
CNBC,CNBC,ORG,0.0,0.0,de,1
Live-Updates,Live-Updates,ORG,0.0,0.0,de,1
Aktien-Futures,Aktien-Futures,ORG,0.0,0.0,de,1
Meridian Energy,Meridian Energy,ORG,0.0,0.0,de,1
Kentucky State University,Kentucky State University,ORG,0.0,0.0,de,1
Guardian,Guardian,ORG,0.0,0.0,de,1
hatAP News Japan,hatAP News Japan,ORG,-0.7,0.0,de,1
Delhi,Delhi,ORG,-0.85,0.0,de,1
Luftfahrtaufsichtsbehörde DGCA,Luftfahrtaufsichtsbehörde DGCA,ORG,0.7,0.0,de,1
US-Notenbank,US-Notenbank,ORG,0.0,0.0,de,1
Hindustan Times,Hindustan Times,ORG,-1.0,0.0,de,1
den Grünen,den Grünen,ORG,0.0,0.0,de,1
Nordhalbkugel …,Nordhalbkugel …,ORG,0.0,0.0,de,1
Japans KüsteNBC,Japans KüsteNBC,ORG,0.35,0.0,de,1
NachbebenCNN,NachbebenCNN,ORG,0.35,0.0,de,1
Chennai Weather Today LIVE-Updates,Chennai Weather Today LIVE-Updates,ORG,-0.7,0.0,de,1
Lawinen,Lawinen,ORG,0.0,0.0,de,1
UN-Entwicklungsprogramm,UN-Entwicklungsprogramm,ORG,0.0,0.0,de,1
vob,vob,ORG,1.0,0.0,de,1
BUTTERWORTH,BUTTERWORTH,ORG,0.0,0.0,de,1
ThanksgivingMLive.com,ThanksgivingMLive.com,ORG,0.7,0.0,de,1
Bewohner Sumatras,Bewohner Sumatras,ORG,-1.0,0.0,de,1
Barças,Barças,ORG,0.0,0.0,de,1
Kings League,Kings League,ORG,0.0,0.0,de,1
Harvard,Harvard,ORG,0.0,0.0,de,1
bringtCNN,bringtCNN,ORG,0.0,0.0,de,1
Schnee-Eule,Schnee-Eule,ORG,0.0,0.0,de,1
Popular Sci…,Popular Sci…,ORG,0.0,0.0,de,1
Snow Joe-Schneefräsen,Snow Joe-Schneefräsen,ORG,0.0,0.0,de,1
Ba…,Ba…,ORG,0.0,0.0,de,1
ESPN2 Wetter,ESPN2 Wetter,ORG,0.0,0.0,de,1
Nationalen Wetterdienstes,Nationalen Wetterdienstes,ORG,-0.7,0.0,de,1
USA …,USA …,ORG,0.7,0.0,de,1
Sturmtief Wolfgang,Sturmtief Wolfgang,ORG,0.0,0.0,de,1
Sprintmodus!,Sprintmodus!,ORG,0.0,0.0,de,1
US-Flughäfen,US-Flughäfen,ORG,0.0,0.0,de,1
Spaghetti-Eis-Plätzchen,Spaghetti-Eis-Plätzchen,ORG,-0.1333333333333333,0.0,de,1
Lichtschnee…,Lichtschnee…,ORG,0.0,0.0,de,1
BVB,BVB,ORG,0.0,0.0,de,1
GOG!,GOG!,ORG,0.0,0.0,de,1
MINNESOTA,MINNESOTA,ORG,0.0,0.0,de,1
könntenABC New…,könntenABC New…,ORG,0.0,0.0,de,1
AfD,AfD,ORG,0.0,0.0,de,1
Deal Hunter minntwins,Deal Hunter minntwins,ORG,0.0,0.0,de,1
LEGO,LEGO,ORG,0.0,0.0,de,1
Sporting Life,Sporting Life,ORG,0.35,0.0,de,1
TGIFreitag!,TGIFreitag!,ORG,0.0,0.0,de,1
Nord-Stream-Drahtzieher,Nord-Stream-Drahtzieher,ORG,0.0,0.0,de,1
DWD-Bilanz,DWD-Bilanz,ORG,1.0,0.0,de,1
g…,g…,ORG,1.0,0.0,de,1
Colombo,Colombo,ORG,0.0,0.0,de,1
CHUKAI,CHUKAI,ORG,0.0,0.0,de,1
Deutsche W…,Deutsche W…,ORG,0.0,0.0,de,1
Bundesagentur für Arbeit,Bundesagentur für Arbeit,ORG,-1.0,0.0,de,1
China…,China…,ORG,0.0,0.0,de,1
PADANG,PADANG,ORG,0.7,0.0,de,1
Retro-Punk-Gadgets,Retro-Punk-Gadgets,ORG,0.0,0.0,de,1
System …,System …,ORG,0.0,0.0,de,1
Int…,Int…,ORG,0.0,0.0,de,1
FS1 Radio,FS1 Radio,ORG,0.0,0.0,de,1
Umweltbehörde,Umweltbehörde,ORG,0.0,0.0,de,1
IT-Teams,IT-Teams,ORG,0.0,0.0,de,1
Österreichischen Skiverbands,Österreichischen Skiverbands,ORG,0.0,0.0,de,1
SPM,SPM,ORG,-0.7,0.0,de,1
Sijil Pelajaran Malaysia,Sijil Pelajaran Malaysia,ORG,-0.7,0.0,de,1
israelischen Feuer- und Rettungsbehörde,israelischen Feuer- und Rettungsbehörde,ORG,0.7,0.0,de,1
SMK Jitra,SMK Jitra,ORG,0.0,0.0,de,1
Additi…,Additi…,ORG,-1.0,0.0,de,1
Wetterdienst,Wetterdienst,ORG,-0.7,0.0,de,1
Winter Bayern,Winter Bayern,ORG,-0.7,0.0,de,1
Branc…,Branc…,ORG,-0.7,0.0,de,1
Tauranga,Tauranga,ORG,0.0,0.0,de,1
Air New Zealand,Air New Zealand,ORG,0.0,0.0,de,1
ÖAMTC,ÖAMTC,ORG,-0.7,0.0,de,1
PIB,PIB,ORG,0.0,0.0,de,1
Penticton Indian Band,Penticton Indian Band,ORG,0.0,0.0,de,1
Deutsche Wetterdienst für Hessen,Deutsche Wetterdienst für Hessen,ORG,0.0,0.0,de,1
UNDP,UNDP,ORG,0.0,0.0,de,1
ALOR,ALOR,ORG,0.7,0.0,de,1
Somerset Levels,Somerset Levels,ORG,0.0,0.0,de,1
TAWAU,TAWAU,ORG,-1.0,0.0,de,1
Freitag Felsbrocken,Freitag Felsbrocken,ORG,0.0,0.0,de,1
Hochschule Geisenheim,Hochschule Geisenheim,ORG,0.0,0.0,de,1
Zentrum der USA,Zentrum der USA,ORG,0.0,0.0,de,1
Notfallzentrum,Notfallzentrum,ORG,0.0,0.0,de,1
The Hill,The Hill,ORG,0.0,0.0,de,1
National W …,National W …,ORG,0.0,0.0,de,1
Äthiopischer Vulkan,Äthiopischer Vulkan,ORG,0.0,0.0,de,1
NB…,NB…,ORG,0.0,0.0,de,1
CBS Evening News,CBS Evening News,ORG,0.0,0.0,de,1
ABC World News Tonight,ABC World News Tonight,ORG,0.0,0.0,de,1
Räumfahrzeuge,Räumfahrzeuge,ORG,0.0,0.0,de,1
ASFINAG,ASFINAG,ORG,0.0,0.0,de,1
ADDIS,ADDIS,ORG,0.0,0.0,de,1
Karen Hua,Karen Hua,ORG,0.0,0.0,de,1
CNA,CNA,ORG,0.0,0.0,de,1
Los Angeles Business Council,Los Angeles Business Council,ORG,0.0,0.0,de,1
BYU Nr. 11,BYU Nr. 11,ORG,-0.7,0.0,de,1
Schneesituation,Schneesituation,ORG,0.7,0.0,de,1
Huntington Bank Stadium TV,Huntington Bank Stadium TV,ORG,0.0,0.0,de,1
KFAN,KFAN,ORG,0.0,0.0,de,1
MoDOT,MoDOT,ORG,0.0,0.0,de,1
Moderna,Moderna,ORG,0.0,0.0,de,1
Sozialdemokraten,Sozialdemokraten,ORG,0.7,0.0,de,1
allei…,allei…,ORG,0.0,0.0,de,1
Sit…,Sit…,ORG,0.0,0.0,de,1
Rüstungsfirmen,Rüstungsfirmen,ORG,0.0,0.0,de,1
Zyklon Senyar,Zyklon Senyar,ORG,0.0,0.0,de,1
Aemet mi…,Aemet mi…,ORG,0.0,0.0,de,1
Kaltfront,Kaltfront,ORG,0.0,0.0,de,1
LIVE,LIVE,ORG,0.0,0.0,de,1
Block Club Chicago,Block Club Chicago,ORG,0.0,0.0,de,1
Herbst …,Herbst …,ORG,0.0,0.0,de,1
FSD-Demo,FSD-Demo,ORG,0.0,0.0,de,1
